unit,shift_id,responder_id,experience_level,rescue_attempts,successful_rescues
Unit Alpha,S08561,R02795,mid,2,2
Unit Bravo,S08562,R02856,junior,3,2
Unit Echo,S08563,R04645,mid,6,4
Unit Alpha,S08564,R04720,mid,6,6
Unit Bravo,S08565,R02499,mid,4,2
Unit Bravo,S08566,R04365,mid,3,2
Unit Delta,S08567,R03340,senior,12,10
Unit Bravo,S08568,R01317,mid,6,5
Unit Echo,S08569,R04406,junior,2,1
Unit Echo,S08570,R03009,junior,13,7
Unit Alpha,S08571,R03999,senior,6,5
Unit Alpha,S08572,R00603,senior,9,9
Unit Bravo,S08573,R01926,junior,5,3
Unit Bravo,S08574,R03883,senior,6,5
Unit Echo,S08575,R04891,junior,4,3
Unit Bravo,S08576,R01071,junior,7,6
Unit Bravo,S08577,R04503,senior,5,5
Unit Echo,S08578,R02901,mid,4,1
Unit Echo,S08579,R03392,senior,4,4
Unit Echo,S08580,R00850,mid,5,3
Unit Echo,S08581,R03166,mid,8,5
Unit Delta,S08582,R00084,mid,6,1
Unit Bravo,S08583,R01996,mid,5,4
Unit Echo,S08584,R03890,senior,5,5
Unit Bravo,S08585,R04962,senior,5,5
Unit Echo,S08586,R00236,senior,3,3
Unit Delta,S08587,R04448,mid,3,2
Unit Delta,S08588,R01461,mid,3,2
Unit Alpha,S08589,R01435,junior,5,2
Unit Alpha,S08590,R03212,junior,4,2
Unit Echo,S08591,R03776,mid,7,5
Unit Delta,S08592,R04998,mid,5,5
Unit Alpha,S08593,R01217,junior,4,1
Unit Bravo,S08594,R03461,junior,9,5
Unit Bravo,S08595,R01170,senior,7,7
Unit Echo,S08596,R00166,senior,7,7
Unit Delta,S08597,R04263,mid,9,7
Unit Echo,S08598,R02515,junior,6,4
Unit Alpha,S08599,R03517,mid,6,3
Unit Bravo,S08600,R03160,mid,6,4
Unit Echo,S08601,R02701,senior,4,4
Unit Echo,S08602,R01404,mid,10,8
Unit Bravo,S08603,R00105,junior,3,2
Unit Echo,S08604,R04544,mid,6,6
Unit Delta,S08605,R01799,mid,4,3
Unit Echo,S08606,R01408,mid,10,6
Unit Delta,S08607,R02370,mid,4,4
Unit Alpha,S08608,R02201,mid,4,2
Unit Echo,S08609,R01914,mid,7,4
Unit Bravo,S08610,R02719,junior,4,3
Unit Delta,S08611,R03352,senior,3,2
Unit Alpha,S08612,R00727,mid,3,3
Unit Echo,S08613,R00652,junior,5,4
Unit Echo,S08614,R00461,junior,4,2
Unit Delta,S08615,R04322,junior,5,4
Unit Alpha,S08616,R00242,mid,5,4
Unit Delta,S08617,R00009,junior,6,3
Unit Bravo,S08618,R02267,junior,6,4
Unit Delta,S08619,R01194,mid,4,3
Unit Delta,S08620,R03685,mid,13,10
Unit Delta,S08621,R00352,junior,5,2
Unit Alpha,S08622,R02982,junior,5,1
Unit Echo,S08623,R04912,mid,8,6
Unit Delta,S08624,R02521,senior,10,7
Unit Alpha,S08625,R00023,junior,3,2
Unit Echo,S08626,R04527,mid,6,3
Unit Echo,S08627,R02852,mid,5,3
Unit Bravo,S08628,R03785,junior,6,4
Unit Echo,S08629,R00757,senior,5,4
Unit Echo,S08630,R03192,senior,3,3
Unit Bravo,S08631,R03328,mid,5,5
Unit Delta,S08632,R03891,mid,7,5
Unit Alpha,S08633,R03414,senior,9,8
Unit Delta,S08634,R03142,mid,3,3
Unit Delta,S08635,R00415,junior,6,3
Unit Bravo,S08636,R02991,mid,2,2
Unit Echo,S08637,R03561,junior,6,4
Unit Alpha,S08638,R02936,mid,6,4
Unit Echo,S08639,R02865,mid,7,5
Unit Echo,S08640,R04673,senior,6,4
Unit Delta,S08641,R03746,junior,5,3
Unit Echo,S08642,R02362,mid,7,5
Unit Bravo,S08643,R02627,senior,6,5
Unit Alpha,S08644,R04782,senior,9,9
Unit Alpha,S08645,R03831,junior,6,5
Unit Alpha,S08646,R03311,senior,4,4
Unit Delta,S08647,R00838,mid,8,8
Unit Echo,S08648,R04874,mid,8,4
Unit Bravo,S08649,R01689,senior,5,4
Unit Echo,S08650,R03139,senior,6,5
Unit Echo,S08651,R01918,senior,6,4
Unit Delta,S08652,R01879,junior,6,3
Unit Echo,S08653,R01738,junior,5,0
Unit Alpha,S08654,R02277,senior,9,9
Unit Delta,S08655,R03775,senior,5,5
Unit Delta,S08656,R01208,junior,4,2
Unit Alpha,S08657,R04636,mid,6,5
Unit Delta,S08658,R03549,senior,9,8
Unit Echo,S08659,R00080,junior,5,4
Unit Echo,S08660,R01361,mid,4,4
Unit Alpha,S08661,R02772,junior,4,2
Unit Alpha,S08662,R01011,senior,6,6
Unit Delta,S08663,R00832,mid,6,5
Unit Echo,S08664,R02598,mid,9,5
Unit Bravo,S08665,R01955,mid,2,1
Unit Echo,S08666,R03616,senior,4,3
Unit Echo,S08667,R00411,junior,3,3
Unit Alpha,S08668,R00477,mid,5,3
Unit Echo,S08669,R04098,mid,5,3
Unit Bravo,S08670,R03401,junior,6,3
Unit Delta,S08671,R03787,junior,2,0
Unit Echo,S08672,R00519,junior,8,5
Unit Alpha,S08673,R04023,junior,4,2
Unit Alpha,S08674,R04385,junior,9,7
Unit Delta,S08675,R04829,junior,9,6
Unit Alpha,S08676,R02215,junior,4,3
Unit Alpha,S08677,R00215,mid,6,5
Unit Alpha,S08678,R03776,senior,11,8
Unit Delta,S08679,R03452,junior,6,3
Unit Delta,S08680,R02383,senior,7,7
Unit Echo,S08681,R01776,junior,7,3
Unit Echo,S08682,R02547,mid,14,13
Unit Delta,S08683,R03021,junior,3,2
Unit Bravo,S08684,R00062,junior,7,4
Unit Echo,S08685,R03863,junior,3,3
Unit Alpha,S08686,R00157,junior,5,2
Unit Delta,S08687,R01565,junior,5,3
Unit Alpha,S08688,R04888,mid,8,7
Unit Delta,S08689,R03544,mid,7,5
Unit Delta,S08690,R03931,senior,4,4
Unit Delta,S08691,R04881,junior,7,4
Unit Delta,S08692,R02889,senior,5,4
Unit Bravo,S08693,R01524,junior,3,0
Unit Echo,S08694,R03696,junior,6,3
Unit Echo,S08695,R04048,junior,9,6
Unit Delta,S08696,R01167,mid,8,6
Unit Delta,S08697,R01266,junior,6,1
Unit Alpha,S08698,R03123,junior,3,2
Unit Alpha,S08699,R04418,mid,7,4
Unit Bravo,S08700,R03649,senior,9,9
Unit Delta,S08701,R04729,mid,4,4
Unit Bravo,S08702,R02158,junior,11,7
Unit Bravo,S08703,R02510,mid,7,4
Unit Alpha,S08704,R01032,mid,4,3
Unit Alpha,S08705,R00401,mid,4,2
Unit Echo,S08706,R01494,mid,5,4
Unit Alpha,S08707,R04410,junior,8,5
Unit Alpha,S08708,R02473,junior,8,6
Unit Delta,S08709,R02363,mid,8,6
Unit Echo,S08710,R03691,mid,7,6
Unit Echo,S08711,R02814,mid,6,4
Unit Alpha,S08712,R00570,junior,7,3
Unit Delta,S08713,R03886,senior,7,6
Unit Bravo,S08714,R01051,junior,4,2
Unit Bravo,S08715,R02397,mid,8,6
Unit Bravo,S08716,R04631,junior,7,3
Unit Delta,S08717,R03835,junior,4,3
Unit Alpha,S08718,R02337,junior,9,6
Unit Echo,S08719,R01482,senior,5,4
Unit Echo,S08720,R02283,senior,10,10
Unit Delta,S08721,R00533,junior,5,3
Unit Echo,S08722,R01965,mid,7,7
Unit Echo,S08723,R01840,junior,6,5
Unit Bravo,S08724,R03581,mid,6,4
Unit Echo,S08725,R02177,senior,10,9
Unit Alpha,S08726,R01918,junior,8,5
Unit Delta,S08727,R00001,junior,5,1
Unit Alpha,S08728,R01331,junior,4,2
Unit Echo,S08729,R01799,junior,5,2
Unit Bravo,S08730,R02237,mid,7,6
Unit Delta,S08731,R04122,junior,1,1
Unit Alpha,S08732,R03616,junior,7,4
Unit Delta,S08733,R00583,senior,6,4
Unit Echo,S08734,R00698,junior,5,4
Unit Delta,S08735,R00023,senior,7,5
Unit Echo,S08736,R02355,mid,5,5
Unit Bravo,S08737,R00304,mid,6,5
Unit Alpha,S08738,R04322,junior,7,3
Unit Bravo,S08739,R02816,junior,6,1
Unit Echo,S08740,R03862,junior,2,0
Unit Alpha,S08741,R02666,mid,6,3
Unit Echo,S08742,R01343,senior,9,9
Unit Bravo,S08743,R00415,senior,7,6
Unit Alpha,S08744,R04894,junior,5,4
Unit Echo,S08745,R03739,mid,8,5
Unit Alpha,S08746,R00705,senior,6,6
Unit Bravo,S08747,R01462,senior,5,4
Unit Delta,S08748,R01729,junior,7,4
Unit Echo,S08749,R01897,senior,7,6
Unit Bravo,S08750,R03684,junior,8,5
Unit Alpha,S08751,R04193,junior,7,6
Unit Bravo,S08752,R01585,mid,4,4
Unit Delta,S08753,R02708,junior,6,4
Unit Alpha,S08754,R02979,senior,5,5
Unit Bravo,S08755,R04791,mid,8,5
Unit Alpha,S08756,R02153,senior,7,6
Unit Delta,S08757,R04315,junior,4,2
Unit Alpha,S08758,R00346,senior,9,9
Unit Alpha,S08759,R01219,senior,8,7
Unit Alpha,S08760,R00067,mid,8,5
Unit Echo,S08761,R02334,junior,9,6
Unit Delta,S08762,R01034,senior,6,6
Unit Delta,S08763,R03034,senior,5,4
Unit Delta,S08764,R00037,mid,7,5
Unit Echo,S08765,R02393,junior,5,3
Unit Echo,S08766,R04322,mid,4,2
Unit Bravo,S08767,R01003,junior,7,6
Unit Alpha,S08768,R00310,senior,5,4
Unit Alpha,S08769,R02834,junior,9,5
Unit Echo,S08770,R00278,junior,7,4
Unit Alpha,S08771,R02382,junior,8,6
Unit Alpha,S08772,R01475,senior,5,5
Unit Bravo,S08773,R02609,senior,3,3
Unit Delta,S08774,R04556,mid,4,3
Unit Echo,S08775,R02795,mid,1,1
Unit Alpha,S08776,R01242,mid,7,5
Unit Delta,S08777,R03060,junior,7,4
Unit Delta,S08778,R01840,junior,4,2
Unit Bravo,S08779,R04587,mid,6,5
Unit Echo,S08780,R00299,junior,8,3
Unit Delta,S08781,R00208,junior,8,3
Unit Echo,S08782,R00335,mid,5,4
Unit Echo,S08783,R00765,mid,4,4
Unit Echo,S08784,R03417,junior,9,6
Unit Alpha,S08785,R04726,mid,5,3
Unit Alpha,S08786,R00180,senior,12,10
Unit Echo,S08787,R02877,mid,7,5
Unit Delta,S08788,R02912,senior,3,3
Unit Alpha,S08789,R03199,mid,3,2
Unit Alpha,S08790,R00617,junior,6,5
Unit Alpha,S08791,R00983,junior,7,5
Unit Delta,S08792,R00950,junior,5,4
Unit Echo,S08793,R04978,mid,4,4
Unit Alpha,S08794,R03406,junior,5,2
Unit Bravo,S08795,R04799,mid,4,3
Unit Alpha,S08796,R03783,mid,6,5
Unit Bravo,S08797,R00883,mid,8,6
Unit Echo,S08798,R03964,mid,7,5
Unit Echo,S08799,R04614,junior,2,0
Unit Alpha,S08800,R03128,junior,6,5
Unit Echo,S08801,R03963,junior,6,0
Unit Bravo,S08802,R02687,junior,7,4
Unit Echo,S08803,R00891,junior,5,4
Unit Delta,S08804,R02894,senior,8,8
Unit Bravo,S08805,R00356,mid,6,3
Unit Alpha,S08806,R02030,senior,5,5
Unit Delta,S08807,R03977,mid,4,4
Unit Alpha,S08808,R01496,junior,9,6
Unit Bravo,S08809,R02788,junior,5,5
Unit Echo,S08810,R02774,mid,7,4
Unit Delta,S08811,R03843,junior,7,3
Unit Delta,S08812,R02201,senior,4,4
Unit Delta,S08813,R03203,senior,6,6
Unit Bravo,S08814,R02105,mid,4,3
Unit Delta,S08815,R01708,junior,6,5
Unit Alpha,S08816,R03315,mid,9,7
Unit Bravo,S08817,R01669,junior,5,2
Unit Bravo,S08818,R03543,senior,7,6
Unit Alpha,S08819,R01136,junior,6,3
Unit Delta,S08820,R03940,junior,6,5
Unit Echo,S08821,R02695,junior,9,8
Unit Echo,S08822,R00136,mid,5,5
Unit Alpha,S08823,R04763,mid,5,4
Unit Delta,S08824,R04572,junior,6,2
Unit Delta,S08825,R00985,junior,6,3
Unit Echo,S08826,R01477,senior,3,3
Unit Bravo,S08827,R03474,junior,6,4
Unit Echo,S08828,R03618,junior,2,2
Unit Echo,S08829,R04156,mid,4,3
Unit Echo,S08830,R00626,junior,3,0
Unit Delta,S08831,R00859,junior,8,5
Unit Bravo,S08832,R02982,junior,8,6
Unit Echo,S08833,R04439,junior,9,6
Unit Alpha,S08834,R03857,senior,7,7
Unit Alpha,S08835,R02080,junior,7,5
Unit Delta,S08836,R00667,junior,9,6
Unit Echo,S08837,R04733,junior,3,1
Unit Alpha,S08838,R03158,mid,5,3
Unit Echo,S08839,R04968,senior,10,10
Unit Alpha,S08840,R00717,mid,7,4
Unit Alpha,S08841,R04433,junior,6,3
Unit Delta,S08842,R00025,mid,6,5
Unit Bravo,S08843,R04278,mid,5,4
Unit Bravo,S08844,R03847,mid,5,5
Unit Alpha,S08845,R01085,junior,8,4
Unit Echo,S08846,R02916,junior,5,2
Unit Bravo,S08847,R04169,junior,9,6
Unit Bravo,S08848,R01073,mid,6,2
Unit Bravo,S08849,R01587,mid,6,4
Unit Delta,S08850,R04102,junior,10,4
Unit Bravo,S08851,R02044,junior,4,1
Unit Alpha,S08852,R02035,senior,5,5
Unit Alpha,S08853,R01226,mid,6,6
Unit Bravo,S08854,R02547,junior,6,4
Unit Echo,S08855,R04953,senior,4,4
Unit Bravo,S08856,R04746,junior,2,1
Unit Bravo,S08857,R03343,mid,5,4
Unit Bravo,S08858,R00135,mid,7,6
Unit Delta,S08859,R01613,senior,8,6
Unit Alpha,S08860,R03811,senior,9,8
Unit Echo,S08861,R04110,mid,6,5
Unit Echo,S08862,R02127,junior,9,6
Unit Echo,S08863,R03669,junior,3,2
Unit Alpha,S08864,R03298,junior,5,3
Unit Delta,S08865,R00119,mid,3,1
Unit Bravo,S08866,R00284,junior,5,3
Unit Alpha,S08867,R00758,mid,5,5
Unit Echo,S08868,R03382,mid,9,7
Unit Bravo,S08869,R04906,mid,1,1
Unit Alpha,S08870,R02672,junior,8,5
Unit Bravo,S08871,R01698,mid,9,6
Unit Echo,S08872,R04697,junior,10,4
Unit Bravo,S08873,R01501,junior,9,6
Unit Delta,S08874,R00024,senior,7,5
Unit Delta,S08875,R00938,junior,7,5
Unit Bravo,S08876,R03242,junior,6,2
Unit Echo,S08877,R04336,junior,8,6
Unit Delta,S08878,R03940,senior,4,4
Unit Bravo,S08879,R00486,mid,6,4
Unit Echo,S08880,R00448,junior,6,4
Unit Alpha,S08881,R03422,senior,5,5
Unit Delta,S08882,R02266,mid,4,2
Unit Echo,S08883,R04153,junior,6,4
Unit Bravo,S08884,R01125,junior,5,3
Unit Bravo,S08885,R03358,mid,4,4
Unit Alpha,S08886,R00218,mid,9,6
Unit Bravo,S08887,R00336,junior,6,5
Unit Bravo,S08888,R02813,junior,7,6
Unit Bravo,S08889,R00447,mid,6,6
Unit Delta,S08890,R02379,mid,4,3
Unit Echo,S08891,R04706,mid,6,6
Unit Echo,S08892,R01918,senior,5,5
Unit Echo,S08893,R01268,junior,10,7
Unit Bravo,S08894,R02251,mid,3,3
Unit Echo,S08895,R03502,junior,8,5
Unit Echo,S08896,R02235,junior,7,3
Unit Alpha,S08897,R01923,mid,8,5
Unit Echo,S08898,R03704,junior,7,5
Unit Alpha,S08899,R02608,mid,10,8
Unit Delta,S08900,R02099,senior,6,5
Unit Echo,S08901,R03585,senior,1,1
Unit Delta,S08902,R01630,senior,6,6
Unit Bravo,S08903,R02839,mid,9,8
Unit Delta,S08904,R04524,junior,7,4
Unit Echo,S08905,R04971,senior,5,5
Unit Bravo,S08906,R00547,senior,7,5
Unit Bravo,S08907,R00056,senior,8,8
Unit Alpha,S08908,R00950,junior,6,4
Unit Bravo,S08909,R02821,senior,4,3
Unit Bravo,S08910,R04870,mid,10,8
Unit Echo,S08911,R03676,junior,6,5
Unit Echo,S08912,R01143,junior,8,5
Unit Echo,S08913,R00358,mid,5,4
Unit Echo,S08914,R00037,junior,3,2
Unit Delta,S08915,R04369,junior,4,2
Unit Delta,S08916,R01316,senior,7,6
Unit Delta,S08917,R02892,senior,10,7
Unit Echo,S08918,R00283,mid,2,2
Unit Alpha,S08919,R02395,junior,8,4
Unit Echo,S08920,R00069,senior,6,4
Unit Echo,S08921,R00609,junior,4,3
Unit Echo,S08922,R02045,mid,2,2
Unit Delta,S08923,R04303,mid,9,8
Unit Bravo,S08924,R03589,mid,3,2
Unit Alpha,S08925,R03241,mid,4,3
Unit Delta,S08926,R03370,junior,6,4
Unit Bravo,S08927,R04439,mid,9,5
Unit Delta,S08928,R03872,senior,3,3
Unit Echo,S08929,R03717,mid,8,5
Unit Bravo,S08930,R04707,mid,2,2
Unit Alpha,S08931,R01315,mid,2,1
Unit Delta,S08932,R02120,junior,5,2
Unit Alpha,S08933,R04855,senior,6,5
Unit Delta,S08934,R01381,mid,7,5
Unit Bravo,S08935,R04920,junior,7,2
Unit Alpha,S08936,R01735,junior,3,1
Unit Alpha,S08937,R01190,junior,3,3
Unit Echo,S08938,R01426,junior,6,3
Unit Alpha,S08939,R03124,senior,3,2
Unit Alpha,S08940,R03348,mid,5,4
Unit Bravo,S08941,R01590,senior,4,4
Unit Bravo,S08942,R04701,junior,6,3
Unit Echo,S08943,R04014,junior,5,2
Unit Echo,S08944,R00297,senior,3,3
Unit Alpha,S08945,R00955,senior,4,3
Unit Delta,S08946,R00758,mid,3,3
Unit Delta,S08947,R01732,mid,3,2
Unit Alpha,S08948,R03858,mid,6,2
Unit Delta,S08949,R04289,mid,7,5
Unit Alpha,S08950,R00028,mid,10,9
Unit Delta,S08951,R02313,junior,9,5
Unit Delta,S08952,R02839,senior,4,3
Unit Echo,S08953,R04502,mid,9,8
Unit Alpha,S08954,R01888,mid,7,5
Unit Delta,S08955,R00128,senior,6,6
Unit Bravo,S08956,R04359,senior,5,5
Unit Echo,S08957,R00265,mid,5,4
Unit Bravo,S08958,R03269,junior,8,4
Unit Bravo,S08959,R04818,mid,8,7
Unit Bravo,S08960,R03279,junior,7,6
Unit Delta,S08961,R03447,senior,4,4
Unit Alpha,S08962,R01824,mid,6,4
Unit Bravo,S08963,R04412,mid,4,4
Unit Alpha,S08964,R02749,senior,5,5
Unit Alpha,S08965,R02936,mid,7,6
Unit Alpha,S08966,R04153,mid,5,3
Unit Echo,S08967,R00958,mid,4,1
Unit Bravo,S08968,R04894,senior,9,9
Unit Delta,S08969,R04857,junior,5,4
Unit Alpha,S08970,R02187,junior,8,3
Unit Alpha,S08971,R02195,senior,8,8
Unit Echo,S08972,R01309,junior,4,3
Unit Delta,S08973,R00904,mid,11,8
Unit Echo,S08974,R00895,senior,4,3
Unit Delta,S08975,R01020,mid,7,7
Unit Alpha,S08976,R04356,mid,10,7
Unit Alpha,S08977,R04845,senior,8,8
Unit Alpha,S08978,R02205,mid,9,4
Unit Bravo,S08979,R03039,mid,6,6
Unit Echo,S08980,R00129,mid,6,5
Unit Bravo,S08981,R00343,junior,2,1
Unit Alpha,S08982,R02528,mid,6,4
Unit Echo,S08983,R03862,junior,8,4
Unit Echo,S08984,R01031,junior,7,4
Unit Echo,S08985,R02273,mid,6,1
Unit Echo,S08986,R02172,senior,9,8
Unit Echo,S08987,R01161,senior,8,8
Unit Alpha,S08988,R01550,senior,12,9
Unit Echo,S08989,R02368,junior,4,3
Unit Delta,S08990,R03696,junior,5,4
Unit Alpha,S08991,R03678,senior,7,7
Unit Bravo,S08992,R01858,mid,7,6
Unit Delta,S08993,R04355,mid,6,4
Unit Bravo,S08994,R00694,junior,7,5
Unit Alpha,S08995,R00092,senior,6,6
Unit Bravo,S08996,R03512,junior,5,3
Unit Echo,S08997,R04315,mid,5,5
Unit Delta,S08998,R03268,junior,5,2
Unit Bravo,S08999,R04977,mid,9,8
Unit Alpha,S09000,R02823,junior,4,4
Unit Alpha,S09001,R02819,junior,6,5
Unit Echo,S09002,R03084,junior,10,9
Unit Echo,S09003,R04748,senior,7,6
Unit Delta,S09004,R04876,mid,7,6
Unit Delta,S09005,R01206,senior,5,4
Unit Echo,S09006,R02485,mid,9,7
Unit Echo,S09007,R00499,senior,7,6
Unit Delta,S09008,R03875,mid,3,3
Unit Delta,S09009,R01206,mid,7,5
Unit Bravo,S09010,R01388,senior,3,2
Unit Delta,S09011,R00858,junior,7,4
Unit Echo,S09012,R02482,mid,5,5
Unit Echo,S09013,R03690,junior,6,3
Unit Delta,S09014,R04708,junior,4,3
Unit Alpha,S09015,R04807,mid,3,3
Unit Bravo,S09016,R04820,junior,6,3
Unit Bravo,S09017,R03837,junior,4,2
Unit Delta,S09018,R00296,junior,11,8
Unit Bravo,S09019,R03036,junior,9,5
Unit Echo,S09020,R00973,junior,9,8
Unit Echo,S09021,R02299,junior,9,6
Unit Bravo,S09022,R04744,mid,3,2
Unit Bravo,S09023,R00952,junior,6,2
Unit Bravo,S09024,R00977,junior,6,5
Unit Alpha,S09025,R00472,mid,7,5
Unit Delta,S09026,R03264,senior,7,6
Unit Echo,S09027,R03489,mid,5,4
Unit Alpha,S09028,R03064,senior,3,2
Unit Bravo,S09029,R00981,mid,6,5
Unit Delta,S09030,R04431,junior,6,1
Unit Bravo,S09031,R02567,junior,5,2
Unit Alpha,S09032,R03794,mid,4,3
Unit Echo,S09033,R00498,mid,6,5
Unit Alpha,S09034,R00816,mid,6,3
Unit Bravo,S09035,R02863,junior,5,5
Unit Delta,S09036,R04653,mid,6,5
Unit Echo,S09037,R04952,mid,7,6
Unit Delta,S09038,R01378,mid,5,3
Unit Bravo,S09039,R00065,junior,2,2
Unit Bravo,S09040,R00602,junior,5,5
Unit Delta,S09041,R02537,junior,11,6
Unit Echo,S09042,R04016,junior,3,1
Unit Alpha,S09043,R03889,senior,3,3
Unit Echo,S09044,R00244,mid,8,5
Unit Bravo,S09045,R04222,senior,8,8
Unit Bravo,S09046,R04256,senior,7,6
Unit Alpha,S09047,R04164,senior,6,6
Unit Delta,S09048,R02572,junior,7,2
Unit Alpha,S09049,R00366,senior,5,5
Unit Delta,S09050,R04158,mid,5,5
Unit Delta,S09051,R02027,mid,9,8
Unit Delta,S09052,R00837,junior,11,7
Unit Bravo,S09053,R02696,senior,5,5
Unit Echo,S09054,R00859,mid,2,1
Unit Delta,S09055,R02419,junior,7,5
Unit Bravo,S09056,R01601,mid,8,8
Unit Echo,S09057,R04078,junior,2,0
Unit Echo,S09058,R00932,senior,4,4
Unit Alpha,S09059,R04006,junior,8,5
Unit Delta,S09060,R01522,mid,5,5
Unit Alpha,S09061,R03831,senior,11,9
Unit Alpha,S09062,R04799,junior,6,3
Unit Delta,S09063,R04464,junior,7,4
Unit Delta,S09064,R03554,junior,9,7
Unit Bravo,S09065,R03105,senior,9,6
Unit Delta,S09066,R00247,senior,5,5
Unit Echo,S09067,R04832,senior,4,4
Unit Alpha,S09068,R00996,junior,8,7
Unit Echo,S09069,R03895,senior,12,11
Unit Bravo,S09070,R02713,senior,9,6
Unit Echo,S09071,R03874,senior,3,3
Unit Alpha,S09072,R04465,junior,5,4
Unit Bravo,S09073,R01348,mid,8,7
Unit Delta,S09074,R03421,mid,6,6
Unit Echo,S09075,R04572,mid,3,3
Unit Bravo,S09076,R00954,junior,7,4
Unit Echo,S09077,R01696,mid,6,6
Unit Bravo,S09078,R02953,mid,5,4
Unit Echo,S09079,R01085,mid,10,9
Unit Alpha,S09080,R01488,junior,3,1
Unit Alpha,S09081,R04965,mid,5,4
Unit Echo,S09082,R00667,junior,8,3
Unit Delta,S09083,R03376,mid,5,4
Unit Echo,S09084,R01645,junior,5,2
Unit Bravo,S09085,R03576,junior,5,2
Unit Bravo,S09086,R01426,senior,10,10
Unit Bravo,S09087,R02772,mid,7,3
Unit Echo,S09088,R02926,junior,6,3
Unit Bravo,S09089,R04386,senior,5,5
Unit Bravo,S09090,R03096,mid,6,5
Unit Alpha,S09091,R00028,junior,4,2
Unit Echo,S09092,R00133,junior,7,4
Unit Echo,S09093,R03688,junior,5,5
Unit Bravo,S09094,R02916,senior,7,6
Unit Alpha,S09095,R01984,junior,7,5
Unit Echo,S09096,R04145,mid,6,4
Unit Delta,S09097,R04002,junior,9,6
Unit Bravo,S09098,R02723,mid,8,2
Unit Bravo,S09099,R04766,senior,4,4
Unit Bravo,S09100,R03174,mid,8,6
Unit Bravo,S09101,R03519,senior,8,8
Unit Bravo,S09102,R00077,mid,4,3
Unit Echo,S09103,R01066,junior,7,7
Unit Delta,S09104,R04309,mid,8,4
Unit Echo,S09105,R00375,mid,7,5
Unit Alpha,S09106,R03215,mid,6,3
Unit Alpha,S09107,R04179,junior,5,4
Unit Delta,S09108,R02653,junior,7,3
Unit Bravo,S09109,R02886,mid,8,4
Unit Delta,S09110,R04029,junior,9,5
Unit Echo,S09111,R02801,junior,6,3
Unit Alpha,S09112,R04244,junior,7,3
Unit Echo,S09113,R02367,mid,5,2
Unit Alpha,S09114,R02473,junior,7,3
Unit Bravo,S09115,R03725,junior,4,3
Unit Echo,S09116,R01977,senior,1,1
Unit Bravo,S09117,R03084,mid,9,7
Unit Bravo,S09118,R03214,mid,6,5
Unit Delta,S09119,R01572,mid,3,3
Unit Bravo,S09120,R00178,junior,13,10
Unit Bravo,S09121,R04779,senior,2,2
Unit Bravo,S09122,R04288,junior,3,1
Unit Delta,S09123,R01501,senior,5,5
Unit Alpha,S09124,R04582,junior,10,5
Unit Echo,S09125,R02720,mid,2,2
Unit Alpha,S09126,R03058,junior,4,1
Unit Bravo,S09127,R04634,junior,11,5
Unit Echo,S09128,R00299,senior,5,4
Unit Bravo,S09129,R03669,junior,10,6
Unit Echo,S09130,R02956,mid,7,5
Unit Bravo,S09131,R01331,junior,6,1
Unit Alpha,S09132,R01235,junior,6,6
Unit Echo,S09133,R00657,senior,8,8
Unit Echo,S09134,R00839,junior,4,4
Unit Delta,S09135,R02480,junior,12,9
Unit Echo,S09136,R03541,senior,4,3
Unit Echo,S09137,R03033,mid,5,5
Unit Bravo,S09138,R02469,junior,11,5
Unit Bravo,S09139,R03233,mid,3,2
Unit Echo,S09140,R04843,mid,6,3
Unit Delta,S09141,R01818,mid,4,2
Unit Alpha,S09142,R03751,mid,5,3
Unit Echo,S09143,R03726,senior,5,5
Unit Delta,S09144,R02802,junior,11,4
Unit Echo,S09145,R02400,senior,7,7
Unit Alpha,S09146,R04382,mid,6,6
Unit Echo,S09147,R00500,mid,4,4
Unit Bravo,S09148,R01489,mid,3,2
Unit Delta,S09149,R01374,junior,3,2
Unit Echo,S09150,R00830,mid,9,9
Unit Echo,S09151,R03852,junior,7,4
Unit Echo,S09152,R02883,mid,3,2
Unit Delta,S09153,R00281,junior,5,2
Unit Alpha,S09154,R00233,senior,4,4
Unit Echo,S09155,R02786,junior,6,5
Unit Alpha,S09156,R04907,junior,4,3
Unit Echo,S09157,R02481,junior,5,3
Unit Echo,S09158,R02072,junior,7,3
Unit Delta,S09159,R01328,mid,5,5
Unit Alpha,S09160,R04807,junior,3,2
Unit Echo,S09161,R03902,junior,4,3
Unit Delta,S09162,R02967,junior,3,3
Unit Delta,S09163,R02830,mid,6,5
Unit Echo,S09164,R00483,senior,5,5
Unit Delta,S09165,R03507,mid,6,5
Unit Bravo,S09166,R02877,senior,4,3
Unit Echo,S09167,R00408,junior,4,3
Unit Echo,S09168,R01586,senior,5,5
Unit Delta,S09169,R00818,mid,8,7
Unit Echo,S09170,R03364,mid,4,3
Unit Alpha,S09171,R01957,junior,8,6
Unit Bravo,S09172,R03121,senior,6,6
Unit Bravo,S09173,R00038,junior,11,7
Unit Alpha,S09174,R04739,senior,11,10
Unit Alpha,S09175,R04807,junior,11,7
Unit Alpha,S09176,R04865,junior,6,3
Unit Delta,S09177,R02007,mid,5,4
Unit Delta,S09178,R04218,junior,7,4
Unit Echo,S09179,R01837,mid,3,2
Unit Bravo,S09180,R04927,junior,10,5
Unit Echo,S09181,R01801,mid,4,3
