training_center,course_id,participant_id,difficulty_level,score
Mountain Base,C057,P01904,medium,70.8
North Ridge,C011,P05574,hard,75.4
Forest Edge,C048,P01771,medium,64.4
Forest Edge,C051,P00426,medium,71.5
Mountain Base,C062,P03862,hard,56.1
Forest Edge,C042,P01613,medium,65.8
North Ridge,C019,P02276,easy,82.2
Forest Edge,C049,P04545,medium,86.2
Desert Camp,C025,P05846,medium,68.2
Desert Camp,C024,P05640,medium,65.6
Forest Edge,C050,P02630,medium,59.5
North Ridge,C007,P01100,easy,61.4
Desert Camp,C027,P00732,easy,70.5
Forest Edge,C042,P00845,medium,81.5
North Ridge,C001,P03898,medium,62.2
Forest Edge,C048,P01280,medium,62.4
Forest Edge,C047,P00855,medium,76.1
North Ridge,C001,P02849,medium,76.0
Mountain Base,C072,P04582,easy,72.9
Desert Camp,C031,P03001,hard,55.4
North Ridge,C013,P03831,easy,77.6
Forest Edge,C049,P01942,medium,57.1
Mountain Base,C065,P03741,medium,62.2
North Ridge,C002,P03966,medium,62.2
North Ridge,C016,P02020,easy,95.5
Forest Edge,C056,P03249,medium,79.6
Desert Camp,C026,P04645,medium,63.6
North Ridge,C009,P03695,medium,44.7
Mountain Base,C059,P00471,medium,62.7
Mountain Base,C058,P02271,easy,97.6
Forest Edge,C044,P01275,medium,81.2
Forest Edge,C052,P00204,medium,53.8
North Ridge,C009,P02356,medium,65.7
North Ridge,C003,P04966,medium,57.7
Mountain Base,C064,P05980,hard,61.5
Mountain Base,C070,P05234,medium,73.7
Forest Edge,C036,P01026,medium,68.5
Forest Edge,C052,P04392,medium,79.1
Desert Camp,C022,P02550,medium,66.9
Desert Camp,C032,P05979,medium,77.7
North Ridge,C009,P02096,medium,59.9
Desert Camp,C024,P04422,medium,66.4
North Ridge,C002,P03651,medium,82.8
Mountain Base,C063,P01978,hard,68.6
North Ridge,C005,P00321,medium,56.5
Desert Camp,C028,P00165,easy,86.7
Desert Camp,C027,P05524,easy,67.7
Desert Camp,C024,P05699,medium,66.7
North Ridge,C014,P02767,easy,69.7
Forest Edge,C036,P02369,medium,64.1
North Ridge,C015,P05031,hard,52.5
North Ridge,C008,P05526,easy,82.8
Mountain Base,C058,P05344,easy,69.2
North Ridge,C013,P01598,easy,69.1
North Ridge,C019,P01430,easy,72.5
Desert Camp,C029,P00911,medium,82.8
North Ridge,C009,P01457,medium,74.0
Desert Camp,C025,P05928,medium,72.9
Desert Camp,C034,P02479,medium,60.2
Desert Camp,C033,P05303,easy,69.3
Forest Edge,C050,P01997,medium,56.9
North Ridge,C002,P01516,medium,61.1
Forest Edge,C055,P04790,medium,79.4
Mountain Base,C073,P01162,medium,78.4
Mountain Base,C065,P01839,medium,41.9
Mountain Base,C062,P04754,hard,47.3
North Ridge,C011,P03853,hard,72.6
Forest Edge,C054,P03320,easy,79.9
North Ridge,C004,P01326,hard,70.1
Mountain Base,C067,P00195,easy,82.4
Mountain Base,C072,P01388,easy,82.2
Desert Camp,C027,P04121,easy,71.0
Forest Edge,C035,P00606,medium,59.2
Mountain Base,C067,P05555,easy,82.5
North Ridge,C014,P04181,easy,65.2
Forest Edge,C054,P01545,easy,77.6
Forest Edge,C046,P04623,easy,82.8
Mountain Base,C061,P04978,easy,92.2
Forest Edge,C043,P02450,medium,80.6
Forest Edge,C051,P02621,medium,72.3
Desert Camp,C027,P05985,easy,96.7
Desert Camp,C025,P05801,medium,63.3
Desert Camp,C034,P04588,medium,72.3
Desert Camp,C025,P01064,medium,72.0
Forest Edge,C037,P04360,easy,92.3
North Ridge,C005,P00260,medium,80.2
Forest Edge,C039,P04693,medium,90.2
Forest Edge,C037,P01619,easy,69.0
Mountain Base,C064,P05566,hard,71.2
Forest Edge,C045,P01473,hard,55.7
North Ridge,C019,P01743,easy,87.5
Forest Edge,C046,P02366,easy,84.0
North Ridge,C010,P02821,medium,63.3
Mountain Base,C062,P04244,hard,60.9
Forest Edge,C041,P05662,medium,58.3
North Ridge,C015,P04737,hard,56.2
Forest Edge,C044,P03163,medium,66.9
North Ridge,C004,P01146,hard,48.3
Forest Edge,C054,P02427,easy,71.5
Forest Edge,C055,P04716,medium,82.3
Forest Edge,C035,P04084,medium,68.7
North Ridge,C007,P03610,easy,79.9
North Ridge,C012,P03996,medium,77.4
Desert Camp,C020,P00282,hard,71.2
Forest Edge,C046,P04382,easy,92.5
North Ridge,C003,P03435,medium,74.4
North Ridge,C014,P03703,easy,78.7
Forest Edge,C052,P01005,medium,82.3
Mountain Base,C059,P03673,medium,56.6
North Ridge,C010,P03806,medium,77.4
Desert Camp,C020,P01181,hard,51.1
Forest Edge,C046,P04417,easy,78.3
Forest Edge,C046,P03278,easy,60.5
Forest Edge,C039,P05051,medium,49.0
North Ridge,C010,P03528,medium,65.8
North Ridge,C005,P00663,medium,77.6
Mountain Base,C061,P01909,easy,57.8
North Ridge,C014,P04703,easy,81.8
Desert Camp,C026,P01247,medium,73.8
Desert Camp,C029,P03506,medium,80.2
Mountain Base,C059,P00029,medium,56.8
Mountain Base,C071,P01753,medium,73.7
North Ridge,C016,P04597,easy,92.8
Desert Camp,C025,P01270,medium,69.9
North Ridge,C002,P03226,medium,52.8
Mountain Base,C061,P00377,easy,90.2
North Ridge,C010,P00761,medium,54.8
North Ridge,C002,P02528,medium,85.5
Mountain Base,C064,P02115,hard,82.8
Mountain Base,C070,P05181,medium,65.7
Mountain Base,C065,P01567,medium,65.1
Mountain Base,C073,P02015,medium,70.0
Mountain Base,C060,P02340,medium,67.2
North Ridge,C001,P01143,medium,61.1
Forest Edge,C055,P00551,medium,72.0
Forest Edge,C041,P05712,medium,57.9
North Ridge,C016,P04218,easy,86.9
Desert Camp,C023,P01629,hard,58.4
Forest Edge,C054,P05506,easy,60.9
Forest Edge,C044,P04836,medium,51.0
Mountain Base,C071,P02007,medium,73.5
Mountain Base,C067,P03917,easy,74.1
North Ridge,C004,P04273,hard,73.1
Mountain Base,C074,P05821,medium,74.0
North Ridge,C010,P05211,medium,57.7
North Ridge,C006,P00708,medium,85.5
Forest Edge,C037,P03383,easy,82.9
Forest Edge,C048,P00080,medium,77.6
Desert Camp,C031,P00896,hard,62.3
Desert Camp,C022,P01094,medium,68.4
Desert Camp,C027,P01310,easy,74.9
Desert Camp,C022,P00751,medium,72.2
Mountain Base,C060,P00177,medium,70.4
Mountain Base,C060,P04704,medium,69.7
North Ridge,C010,P01145,medium,60.3
Mountain Base,C058,P04951,easy,97.2
Forest Edge,C035,P02368,medium,53.7
Forest Edge,C055,P02724,medium,64.3
Forest Edge,C055,P03419,medium,63.1
Forest Edge,C049,P01153,medium,67.8
Forest Edge,C042,P00645,medium,80.1
North Ridge,C003,P01960,medium,41.0
Mountain Base,C069,P03837,medium,61.3
Mountain Base,C060,P00393,medium,52.3
Forest Edge,C037,P00522,easy,78.0
Mountain Base,C066,P00230,hard,50.3
Mountain Base,C057,P05833,medium,51.7
Mountain Base,C065,P01870,medium,74.7
Mountain Base,C059,P05153,medium,81.0
North Ridge,C019,P03254,easy,71.5
Mountain Base,C060,P05471,medium,74.2
Desert Camp,C027,P01527,easy,67.7
North Ridge,C007,P04201,easy,78.1
Desert Camp,C027,P04724,easy,96.6
North Ridge,C010,P01652,medium,72.8
Mountain Base,C057,P03861,medium,49.1
Mountain Base,C072,P01412,easy,97.3
Desert Camp,C030,P05232,medium,76.4
Desert Camp,C023,P04188,hard,73.8
Forest Edge,C054,P05870,easy,65.5
Desert Camp,C027,P05894,easy,62.0
North Ridge,C009,P00609,medium,62.3
Forest Edge,C053,P03850,easy,88.7
North Ridge,C019,P01027,easy,85.0
Desert Camp,C020,P04746,hard,54.2
Desert Camp,C032,P02100,medium,65.0
Forest Edge,C055,P00864,medium,75.3
Mountain Base,C068,P02377,medium,68.0
North Ridge,C005,P01012,medium,57.6
Desert Camp,C025,P02742,medium,82.7
Mountain Base,C068,P02372,medium,80.2
Forest Edge,C056,P01953,medium,76.3
Mountain Base,C058,P02606,easy,78.7
Forest Edge,C056,P05739,medium,68.4
North Ridge,C011,P01363,hard,49.9
North Ridge,C005,P05646,medium,65.1
Desert Camp,C030,P02797,medium,72.5
Forest Edge,C048,P03708,medium,79.0
Desert Camp,C031,P00919,hard,59.4
Forest Edge,C056,P04331,medium,82.3
Mountain Base,C066,P00231,hard,61.5
Forest Edge,C053,P02176,easy,84.7
North Ridge,C006,P01081,medium,46.9
North Ridge,C017,P00945,medium,69.1
Forest Edge,C046,P05403,easy,74.1
Mountain Base,C066,P01370,hard,74.3
Forest Edge,C037,P00024,easy,86.2
Mountain Base,C068,P03666,medium,86.0
Desert Camp,C030,P03402,medium,73.1
Forest Edge,C040,P03688,medium,66.2
Forest Edge,C035,P05701,medium,72.3
Forest Edge,C053,P01910,easy,74.2
Forest Edge,C044,P01079,medium,72.5
Forest Edge,C040,P00129,medium,93.3
North Ridge,C004,P05166,hard,57.3
North Ridge,C006,P01732,medium,77.4
North Ridge,C005,P04986,medium,78.7
Mountain Base,C058,P05919,easy,83.0
Desert Camp,C033,P05857,easy,77.0
Mountain Base,C075,P00196,medium,80.4
Forest Edge,C046,P05077,easy,66.3
Desert Camp,C022,P04412,medium,60.5
North Ridge,C009,P02383,medium,86.8
North Ridge,C014,P01364,easy,73.1
Forest Edge,C046,P04689,easy,64.1
Mountain Base,C074,P02400,medium,74.6
North Ridge,C014,P00666,easy,82.6
Forest Edge,C038,P05818,medium,62.6
Forest Edge,C054,P04970,easy,81.4
North Ridge,C016,P04851,easy,59.0
Forest Edge,C037,P00839,easy,89.3
Desert Camp,C029,P03642,medium,91.2
North Ridge,C009,P04964,medium,67.0
North Ridge,C016,P03464,easy,77.6
Mountain Base,C073,P04406,medium,73.6
Desert Camp,C032,P00025,medium,66.3
Mountain Base,C066,P00681,hard,69.5
Forest Edge,C053,P04288,easy,81.6
Forest Edge,C048,P04840,medium,62.9
Desert Camp,C031,P00562,hard,62.8
Desert Camp,C025,P05353,medium,74.2
Mountain Base,C062,P03716,hard,54.6
Desert Camp,C027,P02291,easy,89.0
Forest Edge,C037,P03872,easy,64.9
Mountain Base,C068,P04436,medium,52.0
North Ridge,C015,P03659,hard,48.3
Mountain Base,C063,P01601,hard,66.4
Forest Edge,C035,P04743,medium,63.0
North Ridge,C008,P03042,easy,88.3
Mountain Base,C068,P02805,medium,85.7
Forest Edge,C051,P02298,medium,66.9
Mountain Base,C075,P00949,medium,76.2
Mountain Base,C065,P03393,medium,53.1
Mountain Base,C058,P03305,easy,71.7
Desert Camp,C033,P00680,easy,89.0
Desert Camp,C024,P05187,medium,69.4
Forest Edge,C054,P01680,easy,77.7
Mountain Base,C063,P04629,hard,53.6
North Ridge,C008,P00314,easy,84.5
Mountain Base,C069,P01302,medium,51.0
North Ridge,C004,P03057,hard,62.1
Desert Camp,C033,P05903,easy,66.9
Desert Camp,C028,P02625,easy,78.8
North Ridge,C005,P02569,medium,81.4
Desert Camp,C021,P02365,easy,80.3
Forest Edge,C042,P04479,medium,50.8
North Ridge,C011,P00281,hard,82.5
Forest Edge,C048,P03930,medium,64.8
Desert Camp,C027,P05036,easy,90.5
Mountain Base,C059,P00083,medium,75.7
Forest Edge,C052,P03695,medium,61.2
Mountain Base,C058,P01906,easy,89.7
North Ridge,C001,P02587,medium,76.0
Forest Edge,C038,P01595,medium,63.2
Mountain Base,C072,P02604,easy,68.5
North Ridge,C005,P04439,medium,65.4
Mountain Base,C070,P05460,medium,64.8
North Ridge,C010,P05161,medium,66.7
North Ridge,C002,P00767,medium,84.3
Mountain Base,C075,P02319,medium,78.1
Mountain Base,C065,P02815,medium,88.0
Desert Camp,C027,P03453,easy,48.3
Mountain Base,C062,P04091,hard,52.7
Forest Edge,C035,P04295,medium,71.6
Mountain Base,C074,P05750,medium,66.5
Desert Camp,C021,P04541,easy,75.9
Forest Edge,C048,P01926,medium,66.4
Desert Camp,C020,P01491,hard,33.1
Desert Camp,C028,P01407,easy,77.2
Desert Camp,C033,P05759,easy,76.4
Mountain Base,C064,P02247,hard,64.6
Mountain Base,C074,P01615,medium,54.1
Desert Camp,C030,P02490,medium,57.1
Mountain Base,C075,P05483,medium,55.1
Forest Edge,C048,P01975,medium,70.3
North Ridge,C009,P00100,medium,80.0
Desert Camp,C034,P01860,medium,51.2
North Ridge,C005,P04085,medium,53.3
Desert Camp,C031,P01618,hard,33.3
Mountain Base,C072,P00026,easy,87.1
Forest Edge,C055,P02607,medium,59.8
Forest Edge,C039,P05842,medium,77.2
Forest Edge,C039,P01929,medium,83.5
North Ridge,C005,P03007,medium,69.7
North Ridge,C001,P01805,medium,65.9
Forest Edge,C042,P00511,medium,53.6
Forest Edge,C043,P05745,medium,75.6
North Ridge,C005,P03298,medium,61.7
North Ridge,C011,P02378,hard,67.4
Forest Edge,C043,P01978,medium,63.2
Desert Camp,C032,P01055,medium,57.0
Mountain Base,C059,P04636,medium,61.3
North Ridge,C016,P00999,easy,54.0
Mountain Base,C061,P01872,easy,82.3
Desert Camp,C030,P02163,medium,74.9
Desert Camp,C024,P04734,medium,68.6
Desert Camp,C020,P00756,hard,58.2
Forest Edge,C038,P00482,medium,67.7
Desert Camp,C023,P03639,hard,63.4
Forest Edge,C038,P03471,medium,58.7
Desert Camp,C031,P05742,hard,64.1
Forest Edge,C038,P03600,medium,67.9
Forest Edge,C046,P01848,easy,74.2
Desert Camp,C023,P03546,hard,45.3
North Ridge,C011,P02174,hard,72.4
North Ridge,C008,P00252,easy,87.4
Mountain Base,C063,P05264,hard,64.2
Desert Camp,C023,P04909,hard,70.4
Forest Edge,C046,P00031,easy,91.0
Mountain Base,C075,P04040,medium,60.8
Desert Camp,C024,P00521,medium,74.7
Forest Edge,C053,P05113,easy,89.2
Forest Edge,C039,P00017,medium,58.1
Forest Edge,C050,P00064,medium,80.1
Forest Edge,C035,P05692,medium,66.3
Forest Edge,C044,P03345,medium,60.2
Mountain Base,C059,P04301,medium,90.1
North Ridge,C003,P05238,medium,63.1
Forest Edge,C047,P03693,medium,67.9
North Ridge,C009,P03159,medium,76.1
Forest Edge,C038,P01712,medium,73.6
Desert Camp,C028,P01274,easy,92.0
North Ridge,C015,P01490,hard,63.9
Forest Edge,C054,P01102,easy,100.0
Desert Camp,C033,P01474,easy,76.8
Mountain Base,C065,P04442,medium,84.0
North Ridge,C015,P00251,hard,52.6
Mountain Base,C058,P02683,easy,56.0
North Ridge,C018,P01712,hard,56.6
Desert Camp,C023,P05479,hard,51.4
North Ridge,C012,P01980,medium,64.1
Mountain Base,C075,P05504,medium,70.3
Desert Camp,C032,P04111,medium,60.3
Mountain Base,C072,P00211,easy,92.8
Desert Camp,C027,P03480,easy,83.1
Mountain Base,C066,P03691,hard,66.5
Mountain Base,C073,P01216,medium,68.7
Mountain Base,C069,P03997,medium,73.4
Desert Camp,C032,P03071,medium,50.1
North Ridge,C001,P01964,medium,55.5
Desert Camp,C023,P02395,hard,57.0
Mountain Base,C066,P03743,hard,60.3
Mountain Base,C064,P00910,hard,43.6
Forest Edge,C036,P03031,medium,80.6
Mountain Base,C069,P00071,medium,69.4
Forest Edge,C042,P00755,medium,87.3
North Ridge,C002,P03878,medium,65.0
Forest Edge,C052,P00673,medium,60.3
Forest Edge,C044,P05240,medium,44.7
Mountain Base,C069,P01316,medium,60.8
Forest Edge,C052,P02511,medium,46.6
Desert Camp,C022,P02611,medium,75.6
Forest Edge,C038,P02683,medium,65.1
Forest Edge,C046,P05402,easy,84.2
North Ridge,C006,P05451,medium,65.8
North Ridge,C008,P05730,easy,81.8
Mountain Base,C063,P02751,hard,61.5
Desert Camp,C033,P01662,easy,90.1
North Ridge,C006,P02902,medium,80.8
Forest Edge,C047,P00523,medium,57.1
Desert Camp,C021,P05016,easy,71.5
Desert Camp,C034,P04030,medium,80.8
North Ridge,C009,P03762,medium,68.7
North Ridge,C004,P05715,hard,72.5
Desert Camp,C030,P02912,medium,73.1
Mountain Base,C071,P03853,medium,76.8
Mountain Base,C057,P02024,medium,84.7
Desert Camp,C025,P03049,medium,60.0
Desert Camp,C033,P03566,easy,86.0
Forest Edge,C054,P05564,easy,83.4
Mountain Base,C064,P05217,hard,78.2
Desert Camp,C033,P03955,easy,89.4
North Ridge,C011,P01802,hard,54.3
Forest Edge,C047,P00411,medium,67.1
Mountain Base,C063,P04459,hard,50.7
Mountain Base,C064,P02289,hard,46.3
North Ridge,C008,P00111,easy,70.9
North Ridge,C013,P00848,easy,96.4
Forest Edge,C038,P03667,medium,74.3
Desert Camp,C028,P03672,easy,86.8
Desert Camp,C031,P02917,hard,67.1
Mountain Base,C057,P02210,medium,83.6
Mountain Base,C075,P01659,medium,81.8
Mountain Base,C061,P02086,easy,82.8
Forest Edge,C052,P05738,medium,63.1
North Ridge,C015,P03398,hard,47.4
Forest Edge,C040,P01178,medium,75.4
Forest Edge,C037,P02799,easy,89.8
Mountain Base,C064,P05031,hard,55.5
Forest Edge,C047,P01567,medium,72.0
Mountain Base,C072,P01149,easy,76.3
Forest Edge,C036,P02344,medium,74.0
North Ridge,C006,P03770,medium,68.8
North Ridge,C005,P05980,medium,69.3
Desert Camp,C032,P04952,medium,74.3
Mountain Base,C066,P02076,hard,56.0
Mountain Base,C062,P02664,hard,65.6
Mountain Base,C074,P01608,medium,74.9
Forest Edge,C040,P00377,medium,54.7
Forest Edge,C050,P03413,medium,61.7
Mountain Base,C059,P01873,medium,79.5
North Ridge,C019,P04049,easy,67.5
Desert Camp,C022,P00832,medium,69.3
Mountain Base,C067,P01305,easy,81.8
Desert Camp,C031,P01642,hard,59.3
Desert Camp,C032,P04159,medium,63.2
Forest Edge,C040,P03470,medium,85.4
Desert Camp,C023,P05319,hard,74.0
Desert Camp,C025,P04099,medium,52.8
Desert Camp,C032,P02739,medium,69.8
Mountain Base,C070,P04222,medium,62.9
North Ridge,C005,P03894,medium,64.3
Mountain Base,C067,P00195,easy,73.2
Desert Camp,C022,P00399,medium,79.3
North Ridge,C013,P05332,easy,83.2
Mountain Base,C072,P01729,easy,75.3
Desert Camp,C024,P02544,medium,86.5
Mountain Base,C064,P04303,hard,42.9
Desert Camp,C026,P02121,medium,62.5
Forest Edge,C041,P03206,medium,68.6
Desert Camp,C024,P03879,medium,64.3
Forest Edge,C054,P01663,easy,86.2
Desert Camp,C022,P05033,medium,66.0
Forest Edge,C041,P02302,medium,72.7
Mountain Base,C071,P04347,medium,77.1
Forest Edge,C052,P04167,medium,54.0
North Ridge,C006,P04557,medium,75.9
Forest Edge,C040,P00292,medium,89.8
Desert Camp,C022,P05025,medium,69.2
North Ridge,C013,P00662,easy,70.5
Forest Edge,C041,P04655,medium,61.2
Forest Edge,C047,P01485,medium,68.6
Mountain Base,C062,P04554,hard,56.9
Desert Camp,C027,P00569,easy,88.7
Desert Camp,C020,P02081,hard,49.5
Forest Edge,C051,P04353,medium,61.6
North Ridge,C009,P03575,medium,75.4
Desert Camp,C028,P00985,easy,87.2
Desert Camp,C033,P00696,easy,84.3
Forest Edge,C044,P03769,medium,64.3
Mountain Base,C074,P03113,medium,57.5
Mountain Base,C073,P01122,medium,61.9
Mountain Base,C066,P03975,hard,64.7
Mountain Base,C062,P04108,hard,76.9
Forest Edge,C055,P02204,medium,60.3
Forest Edge,C037,P04938,easy,79.0
Desert Camp,C032,P03355,medium,71.4
Forest Edge,C044,P00550,medium,67.9
Desert Camp,C031,P02762,hard,57.0
North Ridge,C002,P03324,medium,55.9
Forest Edge,C035,P02764,medium,67.3
Forest Edge,C050,P05678,medium,75.1
Desert Camp,C024,P02575,medium,55.4
Forest Edge,C055,P03766,medium,51.8
Desert Camp,C024,P01706,medium,71.2
Mountain Base,C060,P01474,medium,82.7
Desert Camp,C029,P04274,medium,65.6
Desert Camp,C027,P05167,easy,95.6
North Ridge,C009,P04040,medium,79.8
Forest Edge,C048,P04115,medium,69.7
Forest Edge,C040,P05468,medium,57.8
Mountain Base,C074,P02411,medium,54.3
Mountain Base,C068,P04551,medium,70.0
Forest Edge,C045,P03091,hard,60.5
Forest Edge,C047,P03761,medium,61.0
Mountain Base,C063,P02822,hard,69.4
Forest Edge,C046,P04976,easy,84.5
Forest Edge,C052,P05512,medium,70.9
Desert Camp,C025,P04192,medium,56.5
Desert Camp,C026,P03359,medium,79.5
North Ridge,C018,P04699,hard,83.4
Mountain Base,C058,P03407,easy,79.1
Desert Camp,C032,P02431,medium,59.7
Desert Camp,C029,P03808,medium,73.8
North Ridge,C017,P05551,medium,77.8
Mountain Base,C058,P00362,easy,62.6
Desert Camp,C026,P05941,medium,64.9
North Ridge,C016,P05014,easy,84.0
Mountain Base,C075,P03566,medium,54.6
North Ridge,C011,P04399,hard,53.6
Desert Camp,C028,P01320,easy,92.0
Mountain Base,C059,P03143,medium,68.9
North Ridge,C005,P04101,medium,61.4
Forest Edge,C056,P04526,medium,71.8
Forest Edge,C052,P05759,medium,78.9
Mountain Base,C067,P01321,easy,80.4
Mountain Base,C062,P02849,hard,45.5
Mountain Base,C067,P04318,easy,84.6
Forest Edge,C039,P03809,medium,68.8
North Ridge,C002,P02271,medium,57.0
Forest Edge,C043,P04653,medium,68.2
Desert Camp,C023,P00487,hard,53.3
North Ridge,C013,P03720,easy,73.7
Mountain Base,C071,P01524,medium,76.2
Mountain Base,C073,P00465,medium,59.6
Mountain Base,C075,P04066,medium,74.5
North Ridge,C015,P00312,hard,62.4
North Ridge,C007,P00999,easy,85.2
Forest Edge,C043,P04088,medium,60.3
Desert Camp,C031,P01273,hard,60.9
Desert Camp,C028,P02015,easy,76.6
Desert Camp,C031,P05381,hard,66.2
Mountain Base,C060,P03603,medium,68.6
Desert Camp,C021,P00658,easy,70.3
Desert Camp,C028,P02257,easy,90.1
North Ridge,C006,P02849,medium,76.7
Forest Edge,C046,P04401,easy,79.8
Desert Camp,C027,P01707,easy,85.4
Mountain Base,C068,P04182,medium,61.8
North Ridge,C012,P02834,medium,57.7
Desert Camp,C023,P01312,hard,48.2
North Ridge,C001,P00065,medium,67.4
Desert Camp,C032,P02106,medium,51.0
North Ridge,C017,P00306,medium,60.9
Mountain Base,C071,P05225,medium,65.5
Forest Edge,C038,P01407,medium,69.6
Mountain Base,C065,P01681,medium,70.8
Desert Camp,C033,P05030,easy,76.0
Forest Edge,C044,P05902,medium,74.4
North Ridge,C014,P00773,easy,79.7
Forest Edge,C039,P02363,medium,59.3
Forest Edge,C045,P04417,hard,58.5
North Ridge,C014,P03136,easy,70.4
North Ridge,C002,P05322,medium,74.4
North Ridge,C001,P01389,medium,52.3
Mountain Base,C060,P03970,medium,76.0
North Ridge,C016,P05794,easy,86.0
Forest Edge,C041,P04095,medium,74.5
North Ridge,C008,P00736,easy,65.5
North Ridge,C009,P02061,medium,70.1
Mountain Base,C062,P05042,hard,53.2
Mountain Base,C060,P04720,medium,80.7
Mountain Base,C058,P01344,easy,76.0
North Ridge,C006,P04652,medium,61.7
Mountain Base,C061,P01239,easy,83.9
Desert Camp,C020,P00584,hard,64.5
Desert Camp,C033,P04106,easy,72.0
Desert Camp,C034,P04803,medium,71.6
Forest Edge,C056,P02169,medium,91.3
North Ridge,C013,P05789,easy,67.9
Forest Edge,C038,P00374,medium,83.5
North Ridge,C015,P04599,hard,51.4
Forest Edge,C050,P04280,medium,49.1
North Ridge,C012,P03878,medium,56.1
Forest Edge,C051,P05950,medium,52.9
Mountain Base,C066,P00984,hard,67.6
Desert Camp,C034,P02749,medium,60.4
North Ridge,C018,P03078,hard,60.8
North Ridge,C005,P02274,medium,69.9
Forest Edge,C039,P05419,medium,74.4
Forest Edge,C043,P04959,medium,67.5
Mountain Base,C067,P04434,easy,65.2
Forest Edge,C042,P02009,medium,70.3
Forest Edge,C056,P00874,medium,68.9
Mountain Base,C069,P05843,medium,80.4
Desert Camp,C027,P01876,easy,65.0
Desert Camp,C026,P05098,medium,73.3
North Ridge,C001,P04579,medium,71.7
Mountain Base,C062,P04144,hard,71.3
North Ridge,C009,P05499,medium,79.4
Forest Edge,C056,P01269,medium,65.8
Forest Edge,C041,P01873,medium,75.8
Mountain Base,C059,P00120,medium,75.7
North Ridge,C012,P00963,medium,64.3
Desert Camp,C026,P02026,medium,70.6
Mountain Base,C064,P00749,hard,67.1
