sighting_id,sighting_ts,park_name,trail_id,observer_badge,species_raw,count_seen
S004455,2025-08-07,gLaCiEr National Park,T083,B0311,SC19,3
S004456,2025-07-27,gRaNd Canyon National Park,T020,B0301,SC05,2
S004457,2025-08-15,zion National Park,T071,B0219,SC02,1
S004458,2025-07-21,grand Canyon National Park,T043,B0310,SC25,1
S004459,2025-07-30,Acadia National Park ,T119,B0088,SC19,2
S004460,2025-06-05,Redwood National Park ,T005,B0046,SC08,2
S004461,2025-07-05,Yellowstone National Park ,T035,B0260,sc07,2
S004462,2025-06-04,Redwood National Park ,T087,B0384,SC19,4
S004463,2025-07-21,Glacier National Park ,T021,B0163,SC28,1
S004464,2025-07-28,acadia National Park,T058,,SC22,3
S004465,2025-08-22,redwood National Park,T091,B0361,SC24,1
S004466,2025-07-05,rEdWoOd National Park,T089,B0377,SC23,1
S004467,2025-08-03,zIoN National Park,T107,B0302,SC28,1
S004468,2025-07-10,yElLoWsToNe National Park,T085,B0349,SC13,3
S004469,2025-06-01,Zion National Park ,T052,B0366,SC05,2
S004470,2025-06-07,zion National Park,T044,B0066,SC23,2
S004471,2025-07-19,Zion National Park ,T029,B0090,SC22,3
S004472,2025-07-03,zIoN National Park,T004,B0210,Sc18,3
S004473,2025-08-22,glacier National Park,T099,B0119,SC10,1
S004474,2025-06-12,yellowstone National Park,T022,B0261,SC13,3
S004475,2025-08-17,redwood National Park,T048,,SC09,2
S004476,2025-08-09,Grand Canyon National Park ,T100,B0021,SC14,6
S004477,2025-08-17,Acadia National Park ,T102,B0029,SC13,5
S004478,2025-08-17,Glacier National Park ,T010,B0393,SC10,3
S004479,2025-08-20,Grand Canyon National Park ,T073,B0045,SC29,1
S004480,2025-08-21,gRaNd Canyon National Park,T117,B0053,SC25,5
S004481,2025-08-28,redwood National Park,T048,B0289,SC20,1
S004482,2025-06-22,acadia National Park,T088,B0050,SC01,5
S004483,2025-06-04,zIoN National Park,T062,B0137,SC10,4
S004484,2025-08-04,gLaCiEr National Park,T089,B0179,SC19,4
S004485,2025-07-05,Glacier National Park ,T115,B0084,SC08,1
S004486,2025-07-28,zIoN National Park,T010,B0345,SC28,1
S004487,2025-07-12,zion National Park,T014,B0064,SC26,1
S004488,2025-07-06,gLaCiEr National Park,T071,B0318,SC23,7
S004489,2025-06-07,Grand Canyon National Park ,T114,B0376,SC22,2
S004490,2025-07-02,Redwood National Park ,T092,B0358,SC08,2
S004491,2025-06-03,yellowstone National Park,T025,B0311,SC26,3
S004492,2025-08-28,yellowstone National Park,T076,B0367,SC20,2
S004493,2025-06-18,zion National Park,T076,B0289,SC19,1
S004494,2025-08-02,Acadia National Park ,T082,B0141,SC19,4
S004495,2025-06-06,redwood National Park,T057,,SC04,1
S004496,2025-08-10,Glacier National Park ,T042,B0240,SC13,5
S004497,2025-08-05,Zion National Park ,T099,B0033,SC12 - Elk,1
S004498,2025-08-13,yellowstone National Park,T087,B0194,SC03 - River Otter,1
S004499,2025-07-18,gRaNd Canyon National Park,T080,B0054,SC05,4
S004500,2025-07-15,gLaCiEr National Park,T097,B0113,SC28,2
S004501,2025-06-20,zion National Park,T054,B0208,SC27,4
S004502,2025-08-23,Grand Canyon National Park ,T040,B0306,SC16,2
S004503,2025-06-16,yellowstone National Park,T021,B0285,SC28,5
S004504,2025-07-06,gLaCiEr National Park,T075,B0202,SC23,1
S004505,2025-07-26,Redwood National Park ,T098,B0348,SC17,1
S004506,2025-08-11,Yellowstone National Park ,T022,B0328,SC15,1
S004507,2025-06-17,zion National Park,T041,B0120,SC28,5
S004508,2025-06-22,redwood National Park,T067,B0340,SC19,1
S004509,2025-08-02,redwood National Park,T094,B0138,SC04,2
S004510,2025-06-27,acadia National Park,T101,B0084,SC17,1
S004511,2025-07-10,Yellowstone National Park ,T033,B0294,sc07,4
S004512,2025-08-17,gLaCiEr National Park,T020,B0370,SC11,1
S004513,2025-08-11,Acadia National Park ,T034,,SC10,4
S004514,2025-06-16,glacier National Park,T053,B0220,SC26,1
S004515,2025-07-04,glacier National Park,T027,B0387,SC12 - Elk,4
S004516,2025-07-08,Glacier National Park ,T069,B0192,SC25 - Mountain Goat,1
S004517,2025-06-01,grand Canyon National Park,T099,B0027,SC02,2
S004518,2025-08-06,Grand Canyon National Park ,T073,B0376,SC05,2
S004519,2025-07-27,rEdWoOd National Park,T088,B0369,SC30,3
S004520,2025-07-21,grand Canyon National Park,T026,B0077,SC22,2
S004521,2025-06-04,gRaNd Canyon National Park,T038,B0240,SC03,3
S004522,2025-07-10,Glacier National Park ,T080,B0370,SC27,3
S004523,2025-06-25,Grand Canyon National Park ,T120,B0116,SC21,1
S004524,2025-06-18,rEdWoOd National Park,T078,B0117,SC07,2
S004525,2025-08-25,Yellowstone National Park ,T099,B0131,SC09,1
S004526,2025-07-13,zIoN National Park,T049,,SC14,1
S004527,2025-08-23,redwood National Park,T054,B0176,SC11,4
S004528,2025-07-23,acadia National Park,T026,B0038,SC04,5
S004529,2025-06-07,glacier National Park,T001,B0045,SC08,2
S004530,2025-06-30,acadia National Park,T064,B0072,Sc18,1
S004531,2025-06-15,redwood National Park,T073,,SC12,2
S004532,2025-06-14,zion National Park,T093,B0186,SC06,2
S004533,2025-08-02,grand Canyon National Park,T107,B0013,sc07,1
S004534,2025-06-11,redwood National Park,T018,B0076,SC01,1
S004535,2025-07-28,Grand Canyon National Park ,T006,B0082,Sc18,1
S004536,2025-06-16,Glacier National Park ,T112,B0175,SC07,3
S004537,2025-06-29,redwood National Park,T060,B0336,SC15,2
S004538,2025-06-15,zIoN National Park,T015,,SC30,2
S004539,2025-06-03,gLaCiEr National Park,T054,B0157,SC26,1
S004540,2025-07-13,redwood National Park,T068,B0150,SC18,4
S004541,2025-06-24,zIoN National Park,T039,B0067,SC17,2
S004542,2025-08-20,Redwood National Park ,T063,,SC16,1
S004543,2025-07-07,grand Canyon National Park,T037,B0223,SC15,6
S004544,2025-06-01,yElLoWsToNe National Park,T073,B0297,SC03 - River Otter,2
S004545,2025-07-29,gRaNd Canyon National Park,T113,B0126,SC04,1
S004546,2025-08-01,rEdWoOd National Park,T016,B0127,SC07,2
S004547,2025-06-01,zion National Park,T072,B0118,SC07,3
S004548,2025-07-14,Yellowstone National Park ,T063,B0353,SC22,4
S004549,2025-06-22,Grand Canyon National Park ,T055,B0213,SC04,3
S004550,2025-08-17,yElLoWsToNe National Park,T046,B0121,SC22,3
S004551,2025-06-03,gLaCiEr National Park,T109,B0073,SC27,1
S004552,2025-08-27,zion National Park,T024,B0219,SC25,1
S004553,2025-08-05,gRaNd Canyon National Park,T120,,SC19,3
S004554,2025-07-22,Redwood National Park ,T113,B0319,SC16,3
S004555,2025-07-21,Redwood National Park ,T103,B0368,SC07,4
S004556,2025-08-26,grand Canyon National Park,T030,B0318,SC03,1
S004557,2025-07-08,gLaCiEr National Park,T108,B0125,SC29,1
S004558,2025-06-30,Yellowstone National Park ,T007,B0111,SC03,2
S004559,2025-07-04,redwood National Park,T038,B0219,SC05,1
S004560,2025-07-17,grand Canyon National Park,T020,B0089,SC03,1
S004561,2025-06-23,rEdWoOd National Park,T080,B0350,SC25,4
S004562,2025-08-21,zIoN National Park,T036,B0192,SC02,2
S004563,2025-06-05,yellowstone National Park,T013,B0191,SC10,2
S004564,2025-07-17,grand Canyon National Park,T020,B0110,SC07,1
S004565,2025-08-15,Grand Canyon National Park ,T103,B0132,SC12,1
S004566,2025-06-08,grand Canyon National Park,T060,B0271,SC14,1
S004567,2025-07-26,rEdWoOd National Park,T076,B0270,SC05,5
S004568,2025-06-02,glacier National Park,T112,B0375,SC29,1
S004569,2025-06-02,acadia National Park,T083,B0120,SC26,2
S004570,2025-07-02,gLaCiEr National Park,T061,B0049,SC14,1
S004571,2025-07-17,acadia National Park,T085,B0305,SC18,2
S004572,2025-08-15,yElLoWsToNe National Park,T043,B0129,SC09,4
S004573,2025-07-17,Redwood National Park ,T071,B0151,SC11,1
S004574,2025-07-27,Glacier National Park ,T065,B0248,SC12 - Elk,1
S004575,2025-07-24,redwood National Park,T095,B0095,SC24,2
S004576,2025-07-14,Grand Canyon National Park ,T094,B0371,SC29,3
S004577,2025-06-01,gRaNd Canyon National Park,T040,B0393,SC13,1
S004578,2025-07-31,gLaCiEr National Park,T050,B0005,SC02,1
S004579,2025-07-14,yElLoWsToNe National Park,T100,B0062,SC03,2
S004580,2025-07-06,yElLoWsToNe National Park,T043,B0329,SC22,4
S004581,2025-07-20,gLaCiEr National Park,T053,B0022,SC02,2
S004582,2025-07-17,rEdWoOd National Park,T064,B0071,SC27,1
S004583,2025-08-25,yElLoWsToNe National Park,T027,,SC28,2
S004584,2025-07-15,gRaNd Canyon National Park,T073,B0106,SC27,2
S004585,2025-08-11,zion National Park,T041,B0300,SC15,1
S004586,2025-07-24,rEdWoOd National Park,T009,B0070,SC26,5
S004587,2025-06-20,yElLoWsToNe National Park,T115,B0296,SC24,1
S004588,2025-08-26,Zion National Park ,T042,B0256,SC28,2
S004589,2025-08-05,rEdWoOd National Park,T039,B0295,SC30,1
S004590,2025-06-13,Grand Canyon National Park ,T011,B0095,SC12,3
S004591,2025-06-21,glacier National Park,T116,B0006,SC15,3
S004592,2025-07-10,gLaCiEr National Park,T073,B0189,SC12,1
S004593,2025-07-30,rEdWoOd National Park,T026,B0190,SC13,4
S004594,2025-06-08,Glacier National Park ,T052,,SC25 - Mountain Goat,1
S004595,2025-08-24,glacier National Park,T084,B0353,SC03,2
S004596,2025-07-22,grand Canyon National Park,T023,B0329,SC07,2
S004597,2025-06-28,rEdWoOd National Park,T075,B0039,SC17,1
S004598,2025-07-19,zion National Park,T117,B0041,SC06,1
S004599,2025-06-25,Acadia National Park ,T028,B0141,SC11,2
S004600,2025-07-03,redwood National Park,T063,,SC01,5
S004601,2025-07-21,yElLoWsToNe National Park,T025,,SC17,6
S004602,2025-07-26,zion National Park,T119,B0068,SC22,3
S004603,2025-08-23,Glacier National Park ,T039,B0263,SC24,2
S004604,2025-08-15,redwood National Park,T108,B0354,SC03,6
S004605,2025-07-15,Glacier National Park ,T002,B0264,SC12 - Elk,3
S004606,2025-06-12,gLaCiEr National Park,T107,B0094,SC25 - Mountain Goat,1
S004607,2025-08-23,rEdWoOd National Park,T011,B0150,SC09,2
S004608,2025-06-15,grand Canyon National Park,T099,B0251,SC05,1
S004609,2025-07-01,Grand Canyon National Park ,T021,B0277,SC12 - Elk,4
S004610,2025-07-09,Yellowstone National Park ,T066,B0389,SC18,1
S004611,2025-08-21,Acadia National Park ,T079,B0285,SC26,1
S004612,2025-07-17,Zion National Park ,T040,B0249,SC20,2
S004613,2025-07-16,redwood National Park,T093,B0274,SC12,3
S004614,2025-07-23,gLaCiEr National Park,T085,B0157,SC16,4
S004615,2025-08-26,gRaNd Canyon National Park,T086,B0244,SC23,2
S004616,2025-06-04,redwood National Park,T074,B0069,SC16,1
S004617,2025-07-21,Zion National Park ,T080,B0103,SC27,4
S004618,2025-07-15,Glacier National Park ,T113,B0378,SC07,5
S004619,2025-07-05,zIoN National Park,T018,B0239,SC30,1
S004620,2025-08-06,grand Canyon National Park,T010,B0308,SC08,4
S004621,2025-08-01,Grand Canyon National Park ,T028,,SC06,1
S004622,2025-06-27,yElLoWsToNe National Park,T087,,SC18,1
S004623,2025-07-16,yellowstone National Park,T097,B0062,SC09,1
S004624,2025-06-02,glacier National Park,T098,B0173,sc07,3
S004625,2025-07-22,zion National Park,T091,B0381,SC20,1
S004626,2025-06-26,gRaNd Canyon National Park,T034,B0238,Sc18,4
S004627,2025-06-19,Redwood National Park ,T056,B0236,SC16,1
S004628,2025-07-15,Yellowstone National Park ,T118,,SC19,1
S004629,2025-06-15,Grand Canyon National Park ,T056,B0323,SC21,1
S004630,2025-06-16,acadia National Park,T030,B0131,SC12 - Elk,1
S004631,2025-08-12,redwood National Park,T015,,SC10,5
S004632,2025-06-17,Zion National Park ,T084,B0191,SC28,3
S004633,2025-07-02,grand Canyon National Park,T085,B0277,SC17,4
S004634,2025-08-16,Acadia National Park ,T082,,SC28,3
S004635,2025-07-03,yElLoWsToNe National Park,T087,,SC12,1
S004636,2025-08-16,acadia National Park,T066,B0333,SC12,2
S004637,2025-07-06,glacier National Park,T089,B0122,SC01,2
S004638,2025-07-10,aCaDiA National Park,T093,B0251,SC14,2
S004639,2025-06-28,acadia National Park,T044,B0330,SC18,1
S004640,2025-06-23,rEdWoOd National Park,T045,B0008,Sc18,1
S004641,2025-06-26,Glacier National Park ,T052,B0033,SC24,2
S004642,2025-06-20,yElLoWsToNe National Park,T100,B0392,SC06,4
S004643,2025-08-03,Yellowstone National Park ,T017,,SC27,1
S004644,2025-08-19,acadia National Park,T005,B0213,SC17,1
S004645,2025-07-31,gRaNd Canyon National Park,T024,B0251,SC04,1
S004646,2025-07-24,Grand Canyon National Park ,T073,B0122,SC21,2
S004647,2025-08-05,rEdWoOd National Park,T007,B0203,SC18,4
S004648,2025-06-01,zIoN National Park,T082,B0198,SC03,3
S004649,2025-06-30,zion National Park,T012,B0113,SC18,5
S004650,2025-07-08,rEdWoOd National Park,T097,B0071,SC12 - Elk,1
S004651,2025-06-14,Glacier National Park ,T028,B0009,SC14,1
S004652,2025-06-10,acadia National Park,T073,,SC13,3
S004653,2025-08-21,Glacier National Park ,T109,B0127,SC25 - Mountain Goat,1
S004654,2025-08-07,zion National Park,T029,,SC01,3
S004655,2025-07-04,yElLoWsToNe National Park,T031,B0223,SC09,1
S004656,2025-08-03,glacier National Park,T111,B0346,SC14,1
S004657,2025-08-02,Glacier National Park ,T082,,SC04,1
S004658,2025-08-15,yElLoWsToNe National Park,T026,B0083,SC14,1
S004659,2025-08-25,Glacier National Park ,T020,B0359,SC12,2
S004660,2025-06-05,redwood National Park,T005,B0217,SC29,4
S004661,2025-08-23,Redwood National Park ,T088,B0130,SC10,1
S004662,2025-08-22,glacier National Park,T077,B0388,SC09,1
S004663,2025-07-03,acadia National Park,T083,B0001,SC09,2
S004664,2025-07-08,Zion National Park ,T078,B0176,SC04,1
S004665,2025-08-25,rEdWoOd National Park,T060,B0318,SC16,2
S004666,2025-08-19,Glacier National Park ,T054,B0077,SC28,1
S004667,2025-08-18,grand Canyon National Park,T106,B0186,SC04,1
S004668,2025-06-09,glacier National Park,T026,B0088,SC06,2
S004669,2025-06-23,rEdWoOd National Park,T042,B0225,SC12 - Elk,1
S004670,2025-07-11,rEdWoOd National Park,T094,B0141,SC06,3
S004671,2025-07-10,Redwood National Park ,T108,B0357,SC11,1
S004672,2025-08-06,zIoN National Park,T018,B0317,Sc18,2
S004673,2025-07-18,Grand Canyon National Park ,T008,B0245,SC30,3
S004674,2025-08-21,Redwood National Park ,T119,B0035,SC15,1
S004675,2025-08-07,Glacier National Park ,T076,B0170,SC24,2
S004676,2025-08-21,Redwood National Park ,T118,,SC18,3
S004677,2025-07-30,aCaDiA National Park,T088,B0112,SC27,2
S004678,2025-08-13,Yellowstone National Park ,T095,B0221,SC14,4
S004679,2025-06-16,gRaNd Canyon National Park,T097,B0235,SC22,2
S004680,2025-08-01,Glacier National Park ,T032,B0089,SC03,5
S004681,2025-07-02,Grand Canyon National Park ,T107,B0259,SC04,2
S004682,2025-06-14,grand Canyon National Park,T120,B0052,SC13,3
S004683,2025-08-19,gLaCiEr National Park,T007,B0326,SC17,1
S004684,2025-07-18,aCaDiA National Park,T037,B0269,SC21,1
S004685,2025-06-30,yellowstone National Park,T105,B0086,SC26,5
S004686,2025-06-27,aCaDiA National Park,T117,B0179,SC01,2
S004687,2025-06-17,Yellowstone National Park ,T108,B0239,SC25,1
S004688,2025-07-17,redwood National Park,T041,B0257,SC23,3
S004689,2025-06-11,acadia National Park,T020,B0158,SC16,1
S004690,2025-07-23,gRaNd Canyon National Park,T096,B0056,SC18,1
S004691,2025-08-15,aCaDiA National Park,T040,B0172,SC18,3
S004692,2025-06-15,Zion National Park ,T019,B0182,SC18,1
S004693,2025-08-05,Grand Canyon National Park ,T086,B0296,SC26,4
S004694,2025-06-07,Zion National Park ,T083,B0259,SC02,1
S004695,2025-07-21,acadia National Park,T022,B0112,SC28,6
S004696,2025-06-04,Yellowstone National Park ,T078,B0044,SC20,3
S004697,2025-08-10,Acadia National Park ,T111,B0002,SC25 - Mountain Goat,1
S004698,2025-06-25,glacier National Park,T032,B0257,SC10,1
S004699,2025-07-12,grand Canyon National Park,T025,B0193,SC13,3
S004700,2025-06-07,Yellowstone National Park ,T090,,SC13,1
S004701,2025-07-31,zion National Park,T098,B0194,SC20,1
S004702,2025-06-18,glacier National Park,T019,B0303,Sc18,2
S004703,2025-08-29,rEdWoOd National Park,T097,B0354,SC01,2
S004704,2025-08-22,acadia National Park,T079,B0067,SC25,3
S004705,2025-07-21,zIoN National Park,T075,B0309,SC16,4
S004706,2025-08-26,yElLoWsToNe National Park,T090,B0324,SC07,2
S004707,2025-07-10,rEdWoOd National Park,T104,B0255,SC20,5
S004708,2025-07-13,Acadia National Park ,T088,B0043,SC25,5
S004709,2025-06-02,gLaCiEr National Park,T070,B0043,SC12,3
S004710,2025-08-28,glacier National Park,T096,B0073,SC12,3
S004711,2025-06-17,Glacier National Park ,T002,B0005,SC06,1
S004712,2025-08-12,zion National Park,T085,B0159,SC17,2
S004713,2025-08-06,gLaCiEr National Park,T024,B0272,SC07,1
S004714,2025-06-21,yElLoWsToNe National Park,T014,B0211,SC27,3
S004715,2025-06-25,rEdWoOd National Park,T002,B0091,SC11,2
S004716,2025-06-08,Zion National Park ,T111,B0182,SC03 - River Otter,2
S004717,2025-08-22,acadia National Park,T044,B0143,SC02,2
S004718,2025-07-13,aCaDiA National Park,T004,B0325,SC02,4
S004719,2025-07-17,gRaNd Canyon National Park,T096,B0062,SC01,3
S004720,2025-06-23,Redwood National Park ,T087,B0099,SC12,4
S004721,2025-06-16,Yellowstone National Park ,T096,B0075,SC06,1
S004722,2025-08-25,gRaNd Canyon National Park,T045,B0112,SC18,1
S004723,2025-06-05,Glacier National Park ,T104,B0346,SC15,3
S004724,2025-08-19,Redwood National Park ,T083,B0084,SC15,2
S004725,2025-07-05,Zion National Park ,T059,,SC28,3
S004726,2025-06-23,Glacier National Park ,T070,B0231,SC12 - Elk,2
S004727,2025-06-11,Zion National Park ,T038,B0126,SC22,2
S004728,2025-07-28,rEdWoOd National Park,T077,B0299,SC12,3
S004729,2025-06-17,grand Canyon National Park,T117,B0034,SC21,1
S004730,2025-07-19,Grand Canyon National Park ,T012,B0171,SC21,2
S004731,2025-07-16,zion National Park,T068,B0055,SC16,1
S004732,2025-07-30,glacier National Park,T013,,SC22,1
S004733,2025-08-28,aCaDiA National Park,T091,B0178,SC27,1
S004734,2025-08-18,Acadia National Park ,T008,B0352,SC02,2
S004735,2025-06-20,grand Canyon National Park,T115,B0383,SC06,1
S004736,2025-06-03,gLaCiEr National Park,T008,B0040,SC03 - River Otter,2
S004737,2025-08-28,aCaDiA National Park,T097,B0045,SC18,2
S004738,2025-06-06,yElLoWsToNe National Park,T011,B0361,SC25,7
S004739,2025-08-28,grand Canyon National Park,T091,B0340,SC25,3
S004740,2025-08-11,zIoN National Park,T020,B0073,SC18,1
S004741,2025-06-11,glacier National Park,T083,,SC05,1
S004742,2025-06-08,Acadia National Park ,T068,B0247,SC27,1
S004743,2025-06-17,Zion National Park ,T118,B0165,SC29,3
S004744,2025-08-17,Zion National Park ,T039,B0094,SC04,3
S004745,2025-07-02,zIoN National Park,T015,B0384,SC04,3
S004746,2025-07-29,Acadia National Park ,T104,B0248,SC03 - River Otter,4
S004747,2025-07-08,Glacier National Park ,T070,B0268,SC05,5
S004748,2025-06-24,Redwood National Park ,T044,B0336,SC15,1
S004749,2025-07-31,aCaDiA National Park,T003,B0331,SC05,2
S004750,2025-08-02,Glacier National Park ,T074,B0376,SC03,1
S004751,2025-07-05,gLaCiEr National Park,T093,,SC02,5
S004752,2025-07-18,Redwood National Park ,T008,B0167,SC12,4
S004753,2025-08-23,Yellowstone National Park ,T080,B0047,SC05,1
S004754,2025-06-26,grand Canyon National Park,T069,B0028,sc07,1
S004755,2025-08-18,redwood National Park,T033,B0031,SC27,3
S004756,2025-06-30,Redwood National Park ,T002,B0231,SC03 - River Otter,1
S004757,2025-06-11,grand Canyon National Park,T028,B0144,SC23,1
S004758,2025-07-09,Glacier National Park ,T089,B0283,SC27,2
S004759,2025-07-03,redwood National Park,T044,B0318,SC23,3
S004760,2025-08-10,zion National Park,T073,B0201,SC06,2
S004761,2025-07-02,glacier National Park,T084,B0393,SC19,3
S004762,2025-06-03,Grand Canyon National Park ,T050,B0079,SC02,3
S004763,2025-08-19,Yellowstone National Park ,T026,B0327,SC20,3
S004764,2025-07-15,yellowstone National Park,T110,,SC04,2
S004765,2025-08-09,zion National Park,T062,B0097,SC02,1
S004766,2025-08-23,Grand Canyon National Park ,T023,B0058,SC15,1
S004767,2025-07-18,glacier National Park,T076,B0379,SC10,3
S004768,2025-08-07,gRaNd Canyon National Park,T109,B0254,SC28,3
S004769,2025-07-04,yElLoWsToNe National Park,T014,,SC22,1
S004770,2025-07-11,aCaDiA National Park,T035,B0375,SC07,1
S004771,2025-08-02,grand Canyon National Park,T084,B0073,SC16,2
S004772,2025-07-05,Grand Canyon National Park ,T003,B0102,SC27,2
S004773,2025-08-14,gLaCiEr National Park,T003,B0136,sc07,2
S004774,2025-07-27,Grand Canyon National Park ,T008,B0344,SC03,1
S004775,2025-07-15,acadia National Park,T057,B0364,SC16,1
S004776,2025-08-20,redwood National Park,T009,B0298,SC12,2
S004777,2025-06-25,acadia National Park,T013,B0260,SC23,4
S004778,2025-08-22,grand Canyon National Park,T039,,SC14,5
S004779,2025-08-27,zIoN National Park,T067,B0397,SC30,1
S004780,2025-08-04,Glacier National Park ,T041,B0362,SC23,1
S004781,2025-07-26,acadia National Park,T079,B0170,SC01,3
S004782,2025-08-23,zIoN National Park,T028,B0088,SC06,1
S004783,2025-07-24,Zion National Park ,T027,B0001,SC30,1
S004784,2025-06-19,zion National Park,T113,B0337,SC05,1
